economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
India,IND,123401384,0.588871918,2,28,3,5,2,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,1,4,2,,1,0,4,4,4,4,4,5,1,1,0,0
India,IND,193551429,1.590623017,1,32,1,3,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,118725033,0.843494461,2,70,1,1,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,1,5,2,2,1,0
India,IND,114889667,1.067861317,1,35,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,121600108,0.602703221,2,30,1,4,2,1,1,1,0,1,2,2,,,1,2,2,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,3,2,,0,0,4,4,4,4,4,5,1,2,1,0
India,IND,161003285,0.716525457,1,58,1,2,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,1,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,0,4,4,4,2,4,5,2,2,0,0
India,IND,186576493,1.099780804,1,30,1,1,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,1,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,123984533,0.458079085,1,30,2,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,2,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,121278822,0.223934334,2,33,3,5,1,1,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,,,,,,2,1,,,,,,,,,,,,,,2,,,1,1,1,3,2,,2,1,,2,2,2,2,,2,2,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,3,2,3,,1,1,4,4,4,4,4,1,1,1,1,1
India,IND,120454152,0.586724682,1,30,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,3,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,118542534,0.21743007,2,50,3,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,1,1,1,1,3,1,,0,1,4,4,4,3,4,5,1,2,0,0
India,IND,165722312,0.325243177,2,21,2,3,1,1,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,1,2,1,1,1,2,,2,1,2,,,,2,2,2,2,1,1,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,1,2,4,4,4,2,5,1,1,1,1
India,IND,122857067,0.350752697,2,36,3,5,2,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,1,2,2,2,2,,,,2,,,,,,1,1,2,2,1,,,2,2,,,,,2,,,,,,1,3,1,2,1,1,,0,0,2,4,4,4,4,4,1,1,0,0
India,IND,152297803,1.254855654,2,18,1,3,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,1,1,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,168045695,1.310592896,2,60,1,1,1,2,1,1,0,2,2,3,,,2,2,3,,,,2,,2,1,1,2,2,2,,1,,,,,,,,,,,,,,3,,,2,2,3,,,,2,2,,2,2,2,2,,2,2,4,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,2,3,5,1,3,,0,0,3,4,4,4,4,5,1,3,0,0
India,IND,130288524,1.116513948,2,25,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,2,2,1,2,2,,3,1,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,1,2,2,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,135961389,0.511170581,2,24,3,4,1,1,1,1,0,2,2,1,2,,1,1,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,,,1,1,1,2,1,,1,1,,1,2,2,1,1,2,1,1,1,2,2,1,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,1,1,4,4,4,4,1,2,1,1,1,0
India,IND,131937275,1.055341238,2,57,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,133918733,0.361545984,1,40,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,5,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,149546903,0.837838287,1,20,1,4,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,2,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,143671794,0.85190049,2,50,1,4,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,1,2,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,199060003,0.841804373,2,37,1,3,1,2,1,1,0,2,2,1,2,,2,1,1,2,,2,1,1,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,2,,,,1,1,2,3,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,2,,0,1,4,4,4,4,1,5,1,1,1,0
India,IND,160442782,1.029490985,1,19,2,2,2,1,1,1,0,1,1,2,,,2,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,3,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,3,3,3,3,,4,,0,0,4,1,4,4,4,3,2,2,1,0
India,IND,210708092,0.355905849,2,60,2,2,1,1,1,1,1,1,2,1,2,,1,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,1,2,2,1,2,,,1,1,1,2,1,,2,2,2,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,4,1,,0,1,1,4,4,4,4,5,1,1,1,0
India,IND,175169285,1.203841168,1,21,3,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,4,2,,2,2,2,2,,2,1,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,4,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,175493920,0.932460414,1,32,1,2,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,2,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,5,2,2,0,0
India,IND,141351677,0.21743007,1,23,3,3,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,4,1,1,0,0
India,IND,159822262,1.693036622,1,45,1,1,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,1,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,1,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,210176600,1.551781038,2,40,1,1,1,2,1,1,0,2,1,1,1,2,1,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,1,1,,2,2,2,,,,2,2,,2,2,1,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,1,1
India,IND,156984396,0.341887062,1,28,2,2,2,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,4,2,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,194139065,1.073093499,1,45,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,2,2,0,0
India,IND,201838958,0.564205209,2,20,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,164876791,1.671452477,2,45,1,3,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,1,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,188195861,1.585193008,2,19,2,3,1,1,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,2,2,1,2,1,2,,2,2,1,2,3,,2,1,2,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,1,1,1,3,1,,1,1,4,4,4,2,3,5,1,1,1,1
India,IND,134169825,0.60156217,1,70,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,132314934,0.554884304,2,23,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,2,2,2,2,2,2,,2,4,5,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,4,5,1,1,1,1
India,IND,120736669,0.553908298,2,48,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,3,,1,1,4,4,4,4,2,5,1,1,0,0
India,IND,155883254,0.607874833,2,24,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,2,,1,,,,,,2,2,,,,,,,,,,2,2,2,1,2,1,,2,2,2,,,,2,2,2,2,1,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,1,1,3,1,,0,1,4,4,4,2,4,5,1,1,1,1
India,IND,180468110,2.416926705,2,17,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,4,2,2,0,0
India,IND,176063689,0.605927569,1,35,3,5,1,2,1,1,1,2,2,1,1,1,1,1,1,2,,1,1,1,1,,,,,,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,3,2,,2,1,1,2,2,2,2,,1,2,2,1,1,,,1,1,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,4,1,1,1,1,1
India,IND,183499303,1.585410964,1,77,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,6,3,6,5,,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,117559284,2.062995978,1,23,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,3,2,3,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,4,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,158845048,1.091838333,1,23,2,3,2,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,1,1,1,3,1,,0,0,4,4,3,4,4,5,1,1,1,0
India,IND,151903772,1.43121802,1,53,1,3,2,1,1,1,1,1,1,2,,,2,2,1,1,2,2,1,1,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,1,4,1,,2,2,,2,2,2,2,,8,,,2,,,,3,,,,1,1,1,3,,,1,1,1,1,,,1,1,2,1,2,,,2,,,,,,1,1,1,1,1,1,,0,1,1,1,4,4,1,6,1,1,1,0
India,IND,178179085,0.789956087,1,50,3,2,2,2,1,1,1,2,2,1,2,,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,1,2,2,3,1,2,,2,1,1,1,2,,2,1,2,2,2,2,2,,2,1,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,4,4,1,1,1,1
India,IND,160348566,0.288998579,2,35,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,3,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,0,4,4,4,4,2,5,1,1,0,0
India,IND,133694614,1.621613525,1,20,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,,,,,,1,1,,,,,,,,,,2,1,1,1,1,2,,1,1,1,1,2,,2,1,1,2,2,2,2,,1,2,2,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,4,5,2,1,4,2,,1,1,4,4,4,4,1,5,1,1,1,1
India,IND,198368038,0.76025378,1,35,1,4,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,2,0,0
India,IND,177797494,0.938586909,1,41,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,,,,,2,,,2,2,2,,,,2,2,,2,2,3,2,,2,1,1,2,,,,3,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,5,1,1,1,3,,0,0,4,4,4,4,2,6,2,2,0,0
India,IND,156496567,0.21743007,2,45,2,1,1,1,1,1,0,1,1,2,,,2,1,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,1,4,4,4,2,4,5,1,2,0,0
India,IND,120449234,1.555711227,2,55,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,153612367,1.882898524,1,56,2,2,2,2,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,2,2,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,2,2,,0,1,4,4,4,4,2,5,1,1,0,0
India,IND,205853479,0.712645761,1,45,1,5,2,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,5,2,2,2,,0,0,4,1,4,4,4,5,1,2,1,0
India,IND,202785685,0.635417834,2,45,1,5,1,1,1,1,1,1,2,2,,,1,1,2,,,,1,1,2,,,,,,,1,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,1,1,1,2,2,2,1,4,2,1,1,1,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,2,,1,1,4,4,4,4,1,1,1,1,1,0
India,IND,141733579,0.21743007,2,50,2,4,1,1,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,2,1,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,132148921,0.390209499,1,24,2,4,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,210470181,0.21743007,2,35,3,3,2,1,1,1,1,1,1,1,1,2,1,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,2,1,2,,,,2,2,1,2,2,2,1,,2,2,1,1,1,,,2,,,,1,2,1,1,,,2,,,,,,,1,2,2,2,2,2,1,1,2,2,1,,2,1,2,2,1,1,,1,1,4,3,4,2,1,1,1,1,1,1
India,IND,178453278,0.624015516,2,35,1,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,3,1,4,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,3,1,,0,1,2,3,4,4,2,5,1,1,0,0
India,IND,119230225,0.450311655,1,20,2,5,2,1,1,1,0,2,2,1,2,,1,1,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,2,,0,0,4,4,4,4,4,5,1,1,1,0
India,IND,166107822,0.940061671,2,18,2,2,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,190290488,0.21743007,1,30,2,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,2,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,3,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,181783064,0.858730812,1,50,1,1,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,1,2,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,1,4,2,2,3,1,2,1,0
India,IND,168291129,1.505819443,2,20,2,5,1,2,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,1,5,1,1,1,0
India,IND,187992822,0.73771996,1,35,1,4,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,3,2,2,0,0
India,IND,202065916,1.173449364,1,28,1,3,2,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,3,2,2,0,0
India,IND,121371734,0.918699181,2,65,1,3,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,1,1,1,2,,,1,1,1,1,3,1,,0,1,4,1,4,1,2,5,1,2,1,0
India,IND,163827876,1.235083386,1,20,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,142167371,0.329557092,2,30,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,1,0,0
India,IND,117182626,0.21743007,1,19,2,5,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,1,0,0
