economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
India,IND,167743236,2.416926705,2,35,1,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,2,5,1,2,0,0
India,IND,162721238,1.789128267,1,60,1,1,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,140646464,0.412951478,1,26,2,2,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,3,5,,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,113028627,0.820227295,1,42,2,5,1,2,1,1,0,2,1,1,1,1,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,1,2,2,2,1,2,1,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,1,1,3,1,4,2,,1,1,1,1,4,4,1,5,1,1,1,1
India,IND,203464728,1.715351453,2,19,2,3,1,1,1,1,0,1,2,1,1,2,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,1,1,,2,1,2,,,,2,2,,2,1,2,1,,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,1,4,4,4,4,4,1,1,1,1,1
India,IND,118730193,0.290436757,2,24,3,4,2,1,1,1,0,2,2,1,2,,2,1,2,,,,2,,2,1,1,2,2,1,,1,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,1,2,2,2,2,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,2,2,,1,0,4,4,4,4,4,5,1,1,0,0
India,IND,150530804,0.664904637,2,60,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,193515546,0.362100264,2,32,2,5,1,1,1,1,0,1,2,1,1,1,1,2,1,2,,2,1,2,1,,,,,,1,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,1,,1,3,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,2,,0,1,4,4,4,4,1,5,1,1,1,1
India,IND,155279789,0.543883602,2,39,1,3,1,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,1,2,1,2,,,2,,,,,,3,2,3,3,,1,,0,0,4,1,4,4,3,5,2,2,1,0
India,IND,162220373,1.388919214,2,40,1,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,150977563,1.461843403,2,20,1,4,1,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,1,2,1,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,3,2,,7,,,2,,,,2,,,,2,,,,,,3,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,3,,0,0,5,4,4,4,4,5,1,3,0,0
India,IND,173021132,0.21743007,1,45,2,1,1,1,1,1,0,2,1,2,,,2,2,2,,,,2,,3,1,1,1,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
India,IND,158212537,0.363596155,1,21,2,5,1,2,1,1,1,2,1,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,2,1,1,2,2,,,2,1,2,,,,2,1,2,2,2,2,2,,2,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,3,1,5,1,4,1,,1,1,4,4,1,4,4,1,1,1,1,0
India,IND,180722495,1.298208926,1,30,1,1,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,1,2,1,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,0,2,4,4,2,4,5,2,2,0,0
India,IND,149763115,1.129364582,2,18,2,4,2,2,1,1,0,2,1,1,2,,2,2,2,,,,1,1,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,3,3,2,1,,0,0,4,1,4,4,4,5,1,1,1,0
India,IND,116747172,0.629111559,2,45,2,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,2,2,2,1,2,1,,0,1,4,4,3,4,4,5,1,2,0,0
India,IND,111551732,0.806138741,2,42,1,5,1,1,1,1,0,2,1,2,,,2,1,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,6,2,2,1,2,1,1,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,2,1,,0,0,4,4,4,4,4,1,1,1,1,0
India,IND,210378731,1.188232248,1,25,3,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,1,,0,1,4,4,4,4,4,5,1,1,0,0
India,IND,188695911,0.787898589,2,34,2,2,1,1,1,1,0,1,1,1,2,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,3,3,3,3,,2,,1,0,4,4,4,1,2,5,1,1,1,0
India,IND,202127966,1.565285419,2,50,1,4,2,2,1,1,1,1,2,1,2,,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,2,2,1,2,2,,,1,1,1,4,3,,2,2,2,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,2,1,,0,1,4,3,4,4,4,5,1,2,1,0
India,IND,203434225,1.15857209,1,41,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,3,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,124285933,0.625724606,1,35,1,3,2,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,4,3,2,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,136311370,1.031834257,2,16,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,3,1,2,2,2,4,2,1,1,,,,,2,,,2,2,2,,,,4,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,170208446,1.132378633,2,60,1,3,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,4,2,2,,1,0,4,4,4,4,2,5,2,2,0,0
India,IND,146944452,0.988671275,2,34,2,1,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,128633971,0.475097174,1,50,1,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,2,2,2,1,,3,1,1,1,4,1,,0,1,2,4,4,2,4,5,1,2,0,0
India,IND,122100463,0.320324764,2,36,3,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,3,3,3,,3,,0,0,2,4,4,4,4,5,1,2,0,0
India,IND,142992239,1.718913881,1,45,1,4,1,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,1,4,1,1,,0,1,4,1,1,4,4,5,2,2,1,0
India,IND,130033191,0.35103416,2,39,2,2,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,4,1,,1,1,4,4,4,1,2,5,1,2,1,0
India,IND,137064029,1.128827673,1,34,1,5,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,1,1,4,4,4,4,1,5,1,2,1,0
India,IND,207794915,0.235221967,1,52,2,1,1,1,1,1,0,1,1,1,2,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,1,1,1,4,2,1,1,1,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,2,1,0
India,IND,128466175,0.332110476,2,20,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,3,3,1,2,1,2,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,3,1,1,3,1,,0,1,2,4,4,4,4,1,1,1,0,0
India,IND,164387407,0.92187503,1,40,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,156023685,0.485576306,1,53,1,2,2,2,1,1,0,2,2,2,,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,1,2,2,1,1,2,2,,,1,1,1,2,2,1,,,1,1,1,2,,,2,,,,,,1,1,1,3,2,1,,0,1,2,1,1,4,2,2,1,2,1,0
India,IND,166891722,0.905424958,1,25,1,4,2,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,1,1,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
India,IND,135455609,0.963977384,1,50,1,2,2,2,1,1,0,2,1,1,1,2,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,4,2,2,1,0
India,IND,182912973,0.412817535,2,20,2,5,1,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,1,1,4,1,,1,1,4,4,4,2,4,5,1,1,0,0
India,IND,138353944,1.248031031,2,35,1,4,2,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,4,3,3,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,3,1,2,0,0
India,IND,166001577,1.382812544,1,35,1,2,1,1,1,1,0,1,1,2,,,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,1,5,2,2,1,0
India,IND,207521394,0.858730812,1,50,1,1,2,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,1,4,4,4,4,5,1,2,1,0
India,IND,163042541,1.65230377,1,25,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,195031156,0.434090468,1,50,1,2,1,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,143317654,0.21743007,2,29,2,3,1,1,1,1,0,1,2,1,2,,1,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,1,4,4,4,2,3,1,1,1,0
India,IND,202426008,1.827795664,1,45,1,3,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,2,2,2,2,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,2,2,1,1,2,3,1,1,,1,0,4,4,4,3,2,5,2,2,0,0
India,IND,208408846,0.26609104,1,18,2,1,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,2,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,178959001,0.810499777,2,15,2,1,2,1,1,1,0,1,1,1,1,2,2,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,1,0
India,IND,166090884,0.21743007,2,35,3,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,138197135,0.957190273,1,23,2,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,1,2,2,,,,1,1,,1,2,2,2,2,1,3,3,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,3,,1,0,4,4,4,4,4,1,2,2,1,0
India,IND,138766350,0.517260346,2,37,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,4,5,2,2,0,0
India,IND,153012775,0.746774397,1,21,2,4,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,185252383,1.631895589,1,23,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,3,5,2,2,0,0
India,IND,132160445,1.473207224,2,40,1,1,1,1,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,1,1,,0,1,4,1,4,4,4,5,1,2,1,0
India,IND,164548916,0.21743007,1,42,2,2,2,1,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,1,2,1,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,1,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,3,3,1,,1,0,4,2,4,4,1,5,1,2,0,0
India,IND,138189952,2.068262006,1,60,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,3,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,113466001,0.403680236,1,38,1,4,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,2,,1,,,,,,1,2,,,,,,,,,,1,2,2,1,1,1,,1,2,2,,,,2,2,1,2,1,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,2,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,1,4,4,4,3,5,1,1,1,1
India,IND,170022626,0.81165943,1,32,2,3,2,2,1,1,0,2,1,1,1,1,1,1,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,1,,2,2,1,2,1,,2,2,2,1,2,2,2,1,5,2,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,1,4,4,4,4,3,5,1,1,1,1
India,IND,120968920,1.380137251,1,70,1,2,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,3,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,2,2,2,4,3,1,,0,0,4,4,3,4,4,5,2,2,0,0
India,IND,141652490,0.636380832,1,45,1,4,2,1,1,1,0,2,1,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,2,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,147925087,1.465943857,2,25,1,1,1,1,1,1,0,1,1,2,,,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,2,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,2,1,1,1,1,1,,0,1,2,3,4,4,3,5,2,2,1,0
India,IND,183074878,1.757510479,2,30,1,1,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,1,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,0,1,2,1,4,4,4,1,1,2,1,0
India,IND,198402015,1.673140873,2,16,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,2,4,3,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,123013497,0.723874266,2,33,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,2,,,,,,,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,2,1,2,2,1,2,,1,3,2,2,,,,1,1,,,1,2,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,2,3,3,2,2,,1,1,1,4,4,4,1,1,1,1,1,1
India,IND,166833364,0.499807569,2,56,2,4,1,1,1,1,0,2,2,2,,,2,2,1,1,2,1,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,2,1,0
India,IND,126105143,1.106579939,1,38,1,1,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,4,3,,0,0,4,1,4,4,4,5,1,2,1,0
India,IND,146887457,1.031834257,2,20,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,2,2,1,1,2,1,1,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,1,,0,1,4,4,4,3,4,1,1,1,0,0
India,IND,129276478,0.776205667,1,45,1,2,1,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
India,IND,125770818,2.416926705,2,24,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,4,2,1,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
India,IND,158119806,1.221000482,1,37,2,5,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,2,1,,,,,,,,,,1,1,1,2,1,1,,1,1,1,1,2,,1,1,1,2,2,2,2,,2,1,1,1,1,,,2,,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,2,3,2,1,,1,1,1,4,4,4,4,1,1,1,1,1
India,IND,200303962,0.475097174,1,48,1,1,2,1,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,3,1,1,,0,0,4,2,4,4,4,5,2,2,0,0
